2theta,Intensity
44.2,131.333
44.22,118
44.24,106.667
44.26,105.333
44.28,96
44.3,74
44.32,45.3333
44.34,34
44.36,30
44.38,23.3333
44.4,20
44.42,18
44.44,16.6667
44.46,12.6667
44.48,12.6667
44.5,12
44.52,9.33333
44.54,9.33333
44.56,8.66667
44.58,7.33333
44.6,8.66667
44.62,8
44.64,8
44.66,6.66667
44.68,6.66667
44.7,8
44.72,7.33333
44.74,4.66667
44.76,4
44.78,4
44.8,4.66667
44.82,8
44.84,8.66667
44.86,8
44.88,6
44.9,5.33333
44.92,7.33333
44.94,5.33333
44.96,6
44.98,7.33333
45,9.33333
45.02,11.3333
45.04,10
45.06,9.33333
45.08,10.6667
45.1,12
45.12,10
45.14,12
45.16,13.3333
45.18,13.3333
45.2,18
45.22,22.6667
45.24,22.6667
45.26,21.3333
45.28,22.6667
45.3,23.3333
45.32,26
45.34,22
45.36,15.3333
45.38,16
45.4,16
