2theta,Intensity
40.34,16
40.36,16.6667
40.38,20
40.4,23.3333
40.42,15.3333
40.44,12
40.46,16
40.48,10.6667
40.5,5.33333
40.52,12.6667
40.54,12.6667
40.56,10
40.58,6
40.6,12
40.62,4
40.64,11.3333
40.66,7.33333
40.68,11.3333
40.7,5.33333
40.72,8
40.74,10
40.76,9.33333
40.78,11.3333
40.8,6.66667
40.82,8.66667
40.84,8
40.86,12
40.88,7.33333
40.9,9.33333
40.92,4
40.94,9.33333
40.96,8.66667
40.98,8
41,10
41.02,9.33333
41.04,6.66667
41.06,11.3333
41.08,8
41.1,8
41.12,7.33333
41.14,7.33333
41.16,8
41.18,10.6667
41.2,10.6667
41.22,14.6667
41.24,10.6667
41.26,16
41.28,12
41.3,17.3333
41.32,16.6667
41.34,20
41.36,14
41.38,13.3333
41.4,12.6667
41.42,19.3333
41.44,16.6667
41.46,20
41.48,20.6667
41.5,15.3333
41.52,18
41.54,14.6667
41.56,22
41.58,22.6667
41.6,24.6667
41.62,28
41.64,23.3333
41.66,28.6667
41.68,37.3333
41.7,52.6667
41.72,62
41.74,66.6667
41.76,74.6667
41.78,83.3333
41.8,82.6667
41.82,72.6667
41.84,64.6667
41.86,64.6667
41.88,50
41.9,46
41.92,56
41.94,42
41.96,27.3333
41.98,22.6667
42,20
42.02,14.6667
42.04,15.3333
42.06,12
42.08,12.6667
42.1,10.6667
42.12,9.33333
42.14,11.3333
42.16,10.6667
42.18,10
42.2,7.33333
42.22,8
42.24,7.33333
42.26,8
42.28,8.66667
42.3,8.66667
42.32,7.33333
42.34,6.66667
42.36,6
42.38,6.66667
42.4,4.66667
42.42,6.66667
42.44,6
42.46,6.66667
42.48,3.33333
42.5,8
42.52,8.66667
42.54,5.33333
42.56,6.66667
42.58,6
42.6,9.33333
42.62,7.33333
42.64,7.33333
42.66,6
42.68,7.33333
42.7,9.33333
42.72,11.3333
42.74,8
42.76,8
42.78,10.6667
42.8,10
42.82,9.33333
42.84,10
42.86,6.66667
42.88,8.66667
42.9,8.66667
42.92,12.6667
42.94,12.6667
42.96,13.3333
42.98,10.6667
43,6.66667
43.02,10.6667
43.04,13.3333
43.06,12
43.08,14
43.1,12.6667
43.12,14.6667
43.14,18.6667
43.16,20.6667
43.18,26.6667
43.2,31.3333
43.22,37.3333
43.24,35.3333
43.26,33.3333
43.28,24.6667
43.3,22
43.32,24.6667
43.34,28
43.36,22
43.38,20.6667
43.4,18.6667
43.42,15.3333
43.44,22
43.46,20
43.48,20
43.5,20.6667
43.52,25.3333
43.54,28.6667
43.56,31.3333
43.58,34.6667
43.6,40
43.62,45.3333
43.64,48.6667
43.66,58
43.68,99.3333
43.7,123.333
43.72,124
43.74,146
43.76,162
43.78,150
43.8,129.333
43.82,122.667
43.84,118.667
43.86,108.667
43.88,86.6667
43.9,78
43.92,61.3333
43.94,47.3333
43.96,33.3333
43.98,26.6667
44,27.3333
44.02,25.3333
44.04,21.3333
44.06,18
44.08,14.6667
44.1,17.3333
44.12,16
44.14,13.3333
44.16,12
44.18,12
44.2,11.3333
44.22,9.33333
44.24,11.3333
44.26,10
44.28,8.66667
44.3,8.66667
44.32,12.6667
44.34,10
44.36,8
44.38,9.33333
44.4,6.66667
44.42,6
44.44,6
44.46,6.66667
44.48,9.33333
44.5,7.33333
44.52,8.66667
44.54,9.33333
44.56,6
44.58,5.33333
44.6,6.66667
44.62,7.33333
44.64,6.66667
44.66,8.66667
44.68,8
44.7,6.66667
44.72,8
44.74,9.33333
44.76,9.33333
44.78,10
44.8,9.33333
44.82,8
44.84,8.66667
44.86,10
44.88,10.6667
44.9,11.3333
44.92,10.6667
44.94,10.6667
44.96,11.3333
44.98,14.6667
45,13.3333
45.02,10
45.04,10
45.06,12
45.08,12
45.1,9.33333
45.12,7.33333
45.14,10
45.16,14
45.18,13.3333
45.2,12.6667
45.22,14
45.24,16.6667
45.26,12
45.28,13.3333
45.3,16.6667
